,Data,hora,Modalidade,Nipe,Categoria,Time da Casa,Estado de Origem: Time da Casa,resultado final time da casa,X,resultado final visitante,Visitante,Estado de Origem: Time Visitante,Local,Campeonato,Cidade,Estado,total de pontos;
7904,05/22/2011,,XV,Masculino,Adulto,Lechuza,SP,74,X,9,Alto Tietê,SP,,Campeonato Paulista do Interior - Série A,,SP,83;
7929,05/28/2011,15:00,XV,Masculino,Adulto,Uberlândia,MG,17,X,17,Leopardos,MG,UFU,Campeonato Mineiro - Série A,,MG,34;
7930,05/28/2011,15:00,XV,Masculino,Adulto,Novo Hamburgo,RS,50,X,0,Antíqua,RS,AABB,Campeonato Gaúcho - Série A,,RS,50;
7931,05/28/2011,15:00,XV,Masculino,Adulto,Charrua,RS,57,X,7,Serra,RS,Brigada Militar,Campeonato Gaúcho - Série A,,RS,64;
7935,05/28/2011,15:30,XV,Masculino,Adulto,Winner,SP,31,X,21,União Rugby Alphaville,SP,Band Arena,Campeonato Paulista - Série C,,SP,52;
7936,05/28/2011,20:00,XV,Masculino,Adulto,Barbarians Vila Velha,ES,3,X,25,Guarapari,ES,Campo do Barrense,Campeonato Capixaba,,ES,28;
7938,05/28/2011,,XV,Masculino,Adulto,Grandfather,RJ,10,X,20,Volta Redonda,RJ,,Campeonato Fluminense - Série B,,RJ,30;
7939,05/28/2011,,XV,Masculino,Adulto,Maxambomba,RJ,0,X,62,Campos,RJ,,Campeonato Fluminense - Série B,,RJ,62;
7941,05/28/2011,,XV,Masculino,Adulto,Guanabara,RJ,22,X,13,Itaguaí,RJ,,Campeonato Fluminense - Série A,,RJ,35;
7942,05/29/2011,10:00,XV,Masculino,Adulto,Hawks Maringá,PR,14,X,92,Curitiba,PR,Praça Olímpica,Campeonato Paranaense - Série A,,PR,106;
7943,05/29/2011,15:00,XV,Masculino,Adulto,Londrina,PR,,X,,Lobo Bravo,PR,Centro Social Urbano Vila Portuguesa,Campeonato Paranaense - Série A,,PR,0;
7944,05/29/2011,15:00,XV,Masculino,Adulto,Farrapos,RS,32,X,20,San Diego,RS,,Campeonato Gaúcho - Série A,,RS,52;
7948,05/29/2011,,XV,Masculino,Adulto,Resende,RJ,26,X,10,Rural,RJ,,Campeonato Fluminense - Série B,,RJ,36;
7949,05/29/2011,,XV,Masculino,Adulto,DIABLOS,SP,22,X,3,RIO CLARO,SP,,Campeonato Paulista do Interior - Série A,,SP,25;
7952,06/04/2011,13:00,XV,Masculino,Adulto,SPAC,SP,17,X,44,São José,SP,Teatrão,Campeonato Paulista - Série A,,SP,61;
7953,06/04/2011,14:00,XV,Masculino,Adulto,Raça Ribeirão,SP,17,X,46,Poli,SP,CEFER,Campeonato Paulista - Série B,,SP,63;
7955,06/04/2011,15:00,XV,Masculino,Adulto,SÃO CARLOS,SP,44,X,7,PIRATAS,SP,UFSCar,Campeonato Paulista do Interior - Série A,,SP,51;
7956,06/04/2011,15:30,XV,Masculino,Adulto,Federal,SP,18,X,13,Tornados,SP,Del Verde Hotel,Campeonato Paulista - Série B,,SP,31;
7957,06/04/2011,,XV,Masculino,Adulto,Inconfidentes,MG,43,X,17,UFSJ,MG,,Campeonato Mineiro - Série A,,MG,60;
7958,06/04/2011,,XV,Masculino,Adulto,Rio Rugby,RJ,17,X,27,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,44;
7959,06/04/2011,,XV,Masculino,Adulto,UFF,RJ,34,X,7,Friburgo,RJ,,Campeonato Fluminense - Série A,,RJ,41;
7960,06/04/2011,,XV,Masculino,Adulto,Alto Tietê,SP,3,X,55,Wallys,SP,,Campeonato Paulista do Interior - Série A,,SP,58;
7961,06/04/2011,,XV,Masculino,Adulto,Jaguars,SP,17,X,62,PIRACICABA,SP,,Campeonato Paulista do Interior - Série A,,SP,79;
7997,06/05/2011,12:00,XV,Masculino,Adulto,Rural,RJ,,X,,Grandfather,RJ,,Campeonato Fluminense - Série B,,RJ,0;
8005,06/05/2011,15:00,XV,Masculino,Adulto,Rio Branco,SP,12,X,29,Pasteur,SP,SPAC,Campeonato Paulista - Série A,,SP,41;
8018,06/11/2011,,XV,Masculino,Adulto,URA,SP,61,X,3,Red Horse,SP,EPROCAD,Campeonato Paulista do Interior - Série A,,SP,64;
8030,06/11/2011,,XV,Masculino,Adulto,Resende,RJ,30,X,8,Grandfather,RJ,,Campeonato Fluminense - Série B,,RJ,38;
8033,06/12/2011,10:00,XV,Masculino,Adulto,Cianorte,PR,22,X,128,Lobo Bravo,PR,,Campeonato Paranaense - Série A,,PR,150;
8040,06/12/2011,,XV,Masculino,Adulto,Campos,RJ,28,X,0,Rural,RJ,,Campeonato Fluminense - Série B,,RJ,28;
8045,06/18/2011,14:00,XV,Masculino,Adulto,Federal,SP,13,X,26,Raça Ribeirão,SP,Parque Eduardo Zanoni,Campeonato Paulista - Série B,,SP,39;
8047,06/18/2011,14:00,XV,Masculino,Adulto,SPAC,SP,5,X,17,Bandeirantes,SP,SPAC,Campeonato Paulista - Série A,,SP,22;
8048,06/18/2011,15:00,XV,Masculino,Adulto,Templários,SP,50,X,12,União Rugby Alphaville,SP,Clube Campestre,Campeonato Paulista - Série C,,SP,62;
8049,06/18/2011,15:00,XV,Masculino,Adulto,BH Rugby B,MG,76,X,10,UFLA,MG,PUC,Campeonato Mineiro - Série A,,MG,86;
8050,06/18/2011,15:00,XV,Masculino,Adulto,JF Rugby,MG,10,X,15,Leopardos,MG,,Campeonato Mineiro - Série A,,MG,25;
8051,06/18/2011,15:00,XV,Masculino,Adulto,Uberlândia,MG,82,X,6,Inconfidentes,MG,,Campeonato Mineiro - Série A,,MG,88;
8052,06/18/2011,15:00,XV,Masculino,Adulto,UFSJ,MG,10,X,5,Taurus,MG,,Campeonato Mineiro - Série A,,MG,15;
8053,06/18/2011,15:30,XV,Masculino,Adulto,São José,SP,13,X,7,Rio Branco,SP,Teatrão,Campeonato Paulista - Série A,,SP,20;
8054,06/18/2011,15:30,XV,Masculino,Adulto,Farrapos,RS,67,X,0,Novo Hamburgo,RS,Estádio da Montanha,Campeonato Gaúcho - Série A,,RS,67;
8056,06/19/2011,10:00,XV,Masculino,Adulto,Hawks Maringá,PR,0,X,28,Londrina,PR,Praça Olímpica,Campeonato Paranaense - Série A,,PR,28;
8057,06/19/2011,13:30,XV,Masculino,Adulto,Poli,SP,43,X,19,Tornados,SP,SPAC,Campeonato Paulista - Série B,,SP,62;
8058,06/19/2011,15:30,XV,Masculino,Adulto,Varginha,MG,8,X,28,BH Rugby,MG,,Campeonato Mineiro - Série A,,MG,36;
8061,06/19/2011,,XV,Masculino,Adulto,Niterói/UFF,RJ,11,X,14,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,25;
8062,06/19/2011,,XV,Masculino,Adulto,Guanabara,RJ,17,X,14,Itaguaí,RJ,,Campeonato Fluminense - Série A,,RJ,31;
8063,06/19/2011,,XV,Masculino,Adulto,San Diego,RS,28,X,8,Charrua,RS,,Campeonato Gaúcho - Série A,,RS,36;
8082,06/25/2011,,XV,Masculino,Adulto,Guarapari,ES,14,X,16,Vitória,ES,,Campeonato Capixaba,,ES,30;
8083,06/26/2011,10:00,XV,Masculino,Adulto,Curitiba,PR,28,X,0,Cianorte,PR,,Campeonato Paranaense - Série A,,PR,28;
8087,07/02/2011,13:45,XV,Masculino,Adulto,Pasteur,SP,0,X,17,Bandeirantes,SP,Band Arena,Campeonato Paulista - Série A,,SP,17;
8088,07/02/2011,14:00,XV,Masculino,Adulto,Raça Ribeirão,SP,22,X,28,Tornados,SP,CEFER,Campeonato Paulista - Série B,,SP,50;
8089,07/02/2011,15:00,XV,Masculino,Adulto,Rio Branco,SP,15,X,17,SPAC,SP,SPAC,Campeonato Paulista - Série A,,SP,32;
8091,07/02/2011,15:00,XV,Masculino,Adulto,UFF/Niterói,RJ,20,X,15,Rio Rugby,RJ,UFF Gragoatá,Campeonato Fluminense - Série A,,RJ,35;
8092,07/02/2011,15:15,XV,Masculino,Adulto,Winner,SP,15,X,5,Templários,SP,Band Arena,Campeonato Paulista - Série C,,SP,20;
8093,07/02/2011,,XV,Masculino,Adulto,Jaguars,SP,0,X,33,Mastodontes,SP,,Campeonato Paulista do Interior - Série A,,SP,33;
8094,07/02/2011,,XV,Masculino,Adulto,PIRATAS,SP,28,X,0,Pasteur B,SP,,Campeonato Paulista do Interior - Série A,,SP,28;
8095,07/02/2011,,XV,Masculino,Adulto,São Pedro,SP,27,X,10,Diablos,SP,,Campeonato Paulista do Interior - Série A,,SP,37;
8096,07/03/2011,10:00,XV,Masculino,Adulto,Lobo Bravo,PR,0,X,34,Curitiba,PR,Campo Municipal Joaquim Prestes,Campeonato Paranaense - Série A,,PR,34;
8122,07/09/2011,15:00,XV,Masculino,Adulto,SÃO CARLOS,SP,13,X,15,Lechuza,SP,,Campeonato Paulista do Interior - Série A,,SP,28;
8132,07/09/2011,,XV,Masculino,Adulto,Novo Hamburgo,RS,5,X,24,Charrua,RS,,Campeonato Gaúcho - Série A,,RS,29;
8133,07/09/2011,,XV,Masculino,Adulto,Jequitibá,SP,20,X,3,Wallys,SP,,Campeonato Paulista do Interior - Série A,,SP,23;
8141,07/09/2011,,XV,Masculino,Adulto,Piracicaba,SP,8,X,13,União Rugby Alphaville,SP,,Campeonato Paulista do Interior - Série A,,SP,21;
8145,07/10/2011,14:30,XV,Masculino,Adulto,Niterói/UFF,RJ,10,X,3,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,13;
8146,07/10/2011,,XV,Masculino,Adulto,Farrapos,RS,13,X,10,San Diego,RS,,Campeonato Gaúcho - Série A,,RS,23;
8148,07/16/2011,15:30,XV,Masculino,Adulto,Mastodontes,SP,13,X,22,PIRATAS,SP,Conjunto Esportivo Catanduva,Campeonato Paulista do Interior - Série A,,SP,35;
8149,07/16/2011,,XV,Masculino,Adulto,Pasteur B,SP,45,X,7,Jaguars,SP,,Campeonato Paulista do Interior - Série A,,SP,52;
8150,07/16/2011,,XV,Masculino,Adulto,DIABLOS,SP,5,X,20,Alto Tietê,SP,,Campeonato Paulista do Interior - Série A,,SP,25;
8153,07/17/2011,10:00,XV,Masculino,Adulto,Cianorte,PR,0,X,28,Hawks Maringá,PR,,Campeonato Paranaense - Série A,,PR,28;
8154,07/17/2011,10:00,XV,Masculino,Adulto,Londrina,PR,0,X,28,Curitiba,PR,,Campeonato Paranaense - Série A,,PR,28;
8155,07/17/2011,10:00,XV,Masculino,Adulto,Londrina,PR,28,X,0,Cianorte,PR,,Campeonato Paranaense - Série A,,PR,28;
8178,07/23/2011,10:00,XV,Masculino,Adulto,Hawks Maringá,PR,10,X,17,Lobo Bravo,PR,,Campeonato Paranaense - Série A,,PR,27;
8185,07/23/2011,15:30,XV,Masculino,Adulto,Rio Branco,SP,44,X,0,Poli,SP,SPAC,Campeonato Paulista - Série A,,SP,44;
8193,07/23/2011,,XV,Masculino,Adulto,Lechuza,SP,29,X,22,Jequitibá,SP,,Campeonato Paulista do Interior - Série A,,SP,51;
8194,07/23/2011,,XV,Masculino,Adulto,Wallys,SP,51,X,0,SÃO CARLOS,SP,,Campeonato Paulista do Interior - Série A,,SP,51;
8196,07/23/2011,,XV,Masculino,Adulto,União Rugby Alphaville,SP,62,X,0,Rio Claro,SP,,Campeonato Paulista do Interior - Série A,,SP,62;
8198,07/30/2011,14:00,XV,Masculino,Adulto,Vitória,ES,27,X,5,Barbarians vila velha,ES,Parque da Pedra da Cebola,Campeonato Capixaba,,ES,32;
8199,07/30/2011,14:00,XV,Masculino,Adulto,Alto Tietê,SP,31,X,0,São Pedro,SP,,Campeonato Paulista do Interior - Série A,,SP,31;
8200,07/30/2011,14:00,XV,Masculino,Adulto,Pasteur,SP,21,X,3,Curitiba,PR,Campo do Titão,Campeonato Brasileiro - Série A,,SP,24;
8203,07/30/2011,15:00,XV,Masculino,Adulto,Poli,SP,24,X,15,Templários,SP,CEPEUSP,Campeonato Brasileiro - Série B,,SP,39;
8204,07/30/2011,15:00,XV,Masculino,Adulto,BH Rugby,MG,17,X,58,Desterro,SC,12º Grupo de Artilharia de Campanha ,Campeonato Brasileiro - Série A,,SP,75;
8205,07/30/2011,15:30,XV,Masculino,Adulto,São José,SP,58,X,17,Farrapos,RS,Teatrão,Campeonato Brasileiro - Série A,,SP,75;
8206,07/30/2011,15:30,XV,Masculino,Adulto,SPAC,SP,8,X,13,Rio Branco,SP,SPAC,Campeonato Brasileiro - Série A,,SP,21;
8207,07/30/2011,16:00,XV,Masculino,Adulto,Pasteur B,SP,27,X,7,Mastodontes,SP,,Campeonato Paulista do Interior - Série A,,SP,34;
8208,07/30/2011,,XV,Masculino,Adulto,Jaguars,SP,0,X,81,PIRATAS,SP,,Campeonato Paulista do Interior - Série A,,SP,81;
8209,07/31/2011,10:00,XV,Masculino,Adulto,Curitiba,PR,,X,,Hawks Maringá,PR,,Campeonato Paranaense - Série A,,PR,0;
8227,08/06/2011,15:00,XV,Masculino,Adulto,Maxambomba,RJ,14,X,10,Grandfather,RJ,Campo da Coca Cola,Campeonato Fluminense - Série B,,RJ,24;
8236,08/06/2011,15:30,XV,Masculino,Adulto,SÃO CARLOS,SP,9,X,26,Jequitibá,SP,,Campeonato Paulista do Interior - Série A,,SP,35;
8240,08/06/2011,,XV,Masculino,Adulto,Campos,RJ,33,X,5,Resende,RJ,,Campeonato Fluminense - Série B,,RJ,38;
8242,08/06/2011,,XV,Masculino,Adulto,Wallys,SP,26,X,22,Lechuza,SP,,Campeonato Paulista do Interior - Série A,,SP,48;
8244,08/06/2011,,XV,Masculino,Adulto,Piracicaba,SP,69,X,3,Rio Claro,SP,,Campeonato Paulista do Interior - Série A,,SP,72;
8245,08/07/2011,10:00,XV,Masculino,Adulto,Lobo Bravo,PR,32,X,17,Londrina,PR,Campo Municipal Joaquim Prestes,Campeonato Paranaense - Série A,,PR,49;
8251,08/13/2011,14:00,XV,Masculino,Adulto,Desterro,SC,15,X,34,Bandeirantes,SP,Campo das Dunas,Campeonato Brasileiro - Série A,,SC,49;
8253,08/13/2011,15:00,XV,Masculino,Adulto,Templários,SP,20,X,14,Winner,SP,Clube Campestre,Campeonato Brasileiro - Série B,,SP,34;
8255,08/13/2011,15:00,XV,Masculino,Adulto,Curitiba,PR,37,X,25,BH Rugby,MG,Paraná Esporte,Campeonato Brasileiro - Série A,,PR,62;
8256,08/13/2011,15:00,XV,Masculino,Adulto,Niterói,RJ,3,X,25,São José,SP,Estádio Alziro de Almeida,Campeonato Brasileiro - Série A,,RJ,28;
8258,08/13/2011,15:00,XV,Masculino,Adulto,Farrapos,RS,12,X,20,Rio Branco,SP,Estádio da Montanha,Campeonato Brasileiro - Série A,,RS,32;
8260,08/13/2011,,XV,Masculino,Adulto,Mastodontes,SP,50,X,0,Jaguars,SP,,Campeonato Paulista do Interior - Série A,,SP,50;
8261,08/13/2011,,XV,Masculino,Adulto,Pasteur B,SP,22,X,23,PIRATAS,SP,,Campeonato Paulista do Interior - Série A,,SP,45;
8264,08/20/2011,11:30,XV,Masculino,Adulto,Winner,SP,18,X,16,Poli,SP,,Campeonato Brasileiro - Série B,,SP,34;
8267,08/20/2011,15:00,XV,Masculino,Adulto,Bandeirantes,SP,42,X,10,Curitiba,PR,Band Arena,Campeonato Brasileiro - Série A,,SP,52;
8268,08/20/2011,15:00,XV,Masculino,Adulto,BH Rugby,MG,15,X,24,Pasteur,SP,PUC Coração Eucarístico,Campeonato Brasileiro - Série A,,SP,39;
8269,08/20/2011,15:00,XV,Masculino,Adulto,Ilhabela,SP,18,X,3,Guanabara,RJ,Estádio Municipal Ferreirão,Campeonato Brasileiro - Série B,,SP,21;
8270,08/20/2011,15:00,XV,Masculino,Adulto,Rio Branco,SP,15,X,3,Niterói,RJ,SPAC,Campeonato Brasileiro - Série A,,SP,18;
8271,08/20/2011,15:00,XV,Masculino,Adulto,Farrapos,RS,16,X,25,SPAC,SP,Estádio da Montanha,Campeonato Brasileiro - Série A,,RS,41;
8275,08/20/2011,,XV,Masculino,Adulto,Lechuza,SP,24,X,7,SÃO CARLOS,SP,,Campeonato Paulista do Interior - Série A,,SP,31;
8276,08/20/2011,,XV,Masculino,Adulto,Wallys,SP,14,X,0,Jequitibá,SP,12º Grupo de Artilharia de Campanha ,Campeonato Paulista do Interior - Série A,,SP,14;
8277,08/20/2011,,XV,Masculino,Adulto,União Rugby Alphaville,SP,7,X,9,Piracicaba,SP,,Campeonato Paulista do Interior - Série A,,SP,16;
8278,08/21/2011,,XV,Masculino,Adulto,Diablos,SP,28,X,0,São Pedro,SP,,Campeonato Paulista do Interior - Série A,,SP,28;
8295,08/27/2011,15:00,XV,Masculino,Adulto,Resende,RJ,63,X,3,Maxambomba,RJ,,Campeonato Fluminense - Série B,,RJ,66;
8306,08/27/2011,,XV,Masculino,Adulto,Volta Redonda,RJ,5,X,22,Campos,RJ,,Campeonato Fluminense - Série B,,RJ,27;
8316,08/27/2011,,XV,Masculino,Adulto,PIRATAS,SP,42,X,9,Mastodontes,SP,,Campeonato Paulista do Interior - Série A,,SP,51;
8319,08/27/2011,,XV,Masculino,Adulto,Jaguars,SP,7,X,67,Pasteur B,SP,,Campeonato Paulista do Interior - Série A,,SP,74;
8321,08/28/2011,,XV,Masculino,Adulto,Alto Tietê,SP,29,X,7,Diablos,SP,,Campeonato Paulista do Interior - Série A,,SP,36;
8322,09/03/2011,11:00,XV,Masculino,Adulto,Niterói,RJ,16,X,27,Farrapos,RS,Estádio Alziro de Almeida,Campeonato Brasileiro - Série A,,RJ,43;
8325,09/03/2011,13:50,XV,Masculino,Adulto,São José,SP,15,X,10,SPAC,SP,Teatrão,Campeonato Brasileiro - Série A,,SP,25;
8327,09/03/2011,14:30,XV,Masculino,Adulto,Desterro,SC,28,X,20,Pasteur,SP,Campo das Dunas,Campeonato Brasileiro - Série A,,SC,48;
8329,09/03/2011,15:30,XV,Masculino,Adulto,Bandeirantes,SP,63,X,17,BH Rugby,MG,Band Arena,Campeonato Brasileiro - Série A,,SP,80;
8330,09/03/2011,15:30,XV,Masculino,Adulto,Guanabara,RJ,8,X,36,Ilhabela,SP,Vila Olímpica de Cachoeiras,Campeonato Brasileiro - Série B,,RJ,44;
8332,09/03/2011,,XV,Masculino,Adulto,Jequitibá,SP,19,X,12,Lechuza,SP,,Campeonato Paulista do Interior - Série A,,SP,31;
8333,09/03/2011,,XV,Masculino,Adulto,SÃO CARLOS,SP,12,X,42,Wallys,SP,USP São Carlos,Campeonato Paulista do Interior - Série A,,SP,54;
8334,09/03/2011,,XV,Masculino,Adulto,Rio Claro,SP,0,X,89,União Rugby Alphaville,SP,,Campeonato Paulista do Interior - Série A,,SP,89;
8363,09/10/2011,15:30,XV,Masculino,Adulto,Curitiba,PR,21,X,26,Desterro,SC,Paraná Esporte,Campeonato Brasileiro - Série A,,PR,47;
8364,09/10/2011,13:00,XV,Masculino,Adulto,Pasteur,SP,3,X,48,Bandeirantes,SP,Campo do Titão,Campeonato Brasileiro - Série A,,SP,51;
8365,09/10/2011,15:30,XV,Masculino,Adulto,São José,SP,25,X,10,Rio Branco,SP,Teatrão,Campeonato Brasileiro - Série A,,SP,35;
8366,09/10/2011,14:30,XV,Masculino,Adulto,SPAC,SP,19,X,5,Niterói,RJ,SPAC,Campeonato Brasileiro - Série A,,SP,24;
8367,09/10/2011,15:00,XV,Masculino,Adulto,PIRATAS,SP,28,X,0,Jaguars,SP,Parque Novo Mundo,Campeonato Paulista do Interior - Série A,,SP,28;
8368,09/10/2011,,XV,Masculino,Adulto,São Pedro,SP,15,X,32,Alto Tietê,SP,,Campeonato Paulista do Interior - Série A,,SP,47;
8374,09/10/2011,,XV,Masculino,Adulto,Jequitibá,SP,15,X,6,SÃO CARLOS,SP,,Campeonato Paulista do Interior - Série A,,SP,21;
8375,09/17/2011,,XV,Masculino,Adulto,Lechuza,SP,0,X,28,Wallys,SP,,Campeonato Paulista do Interior - Série A,,SP,28;
8376,09/17/2011,,XV,Masculino,Adulto,Rio Claro,SP,0,X,28,Piracicaba,SP,,Campeonato Paulista do Interior - Série A,,SP,28;
8377,09/17/2011,,XV,Masculino,Adulto,Ilhabela,SP,24,X,7,Winner,SP,Estádio Municipal Ferreirão,Campeonato Brasileiro - Série B,,SP,31;
8413,09/18/2011,14:00,XV,Masculino,Adulto,Mastodontes,SP,28,X,0,Pasteur B,SP,Conjunto Esportivo Anuar Pachá,Campeonato Paulista do Interior - Série A,,SP,28;
8415,09/24/2011,14:00,XV,Masculino,Adulto,Bandeirantes,SP,44,X,19,Farrapos,RS,SPAC,Campeonato Brasileiro - Série A,,SP,63;
8416,09/24/2011,14:00,XV,Masculino,Adulto,Desterro,SC,3,X,8,SPAC,SP,,Campeonato Brasileiro - Série A,,SC,11;
8417,09/24/2011,15:30,XV,Masculino,Adulto,Rio Branco,SP,10,X,11,Pasteur,SP,SPAC,Campeonato Brasileiro - Série A,,SP,21;
8418,09/24/2011,15:00,XV,Masculino,Adulto,São José,SP,48,X,11,Curitiba,PR,Teatrão,Campeonato Brasileiro - Série A,,SP,59;
8419,09/24/2011,15:00,XV,Masculino,Adulto,BH Rugby,MG,23,X,10,Niterói,RJ,Campo do Reinaldo,Campeonato Brasileiro - Série A,,SP,33;
8420,09/24/2011,15:00,XV,Masculino,Adulto,Goiânia,GO,19,X,10,FTC/Bahia social,BA,Estádio Municipal Annibal Batista Toledo,Campeonato Brasileiro - Série B,,GO,29;
8467,10/01/2011,09:00,XV,Masculino,Adulto,Ornitorrincos Rio Claro,SP,0,X,28,Red Horse,SP,,Campeonato Paulista do Interior - Série A,Estádio Ferrúcio Feltrin,SP,28;
8468,10/01/2011,10:30,XV,Masculino,Adulto,Piracicaba,SP,28,X,0,Diablos,SP,,Campeonato Paulista do Interior - Série A,Estádio Ferrúcio Feltrin,SP,28;
8469,10/01/2011,12:15,XV,Masculino,Adulto,Pasteur B,SP,27,X,17,SÃO CARLOS,SP,,Campeonato Paulista do Interior - Série A,Estádio Ferrúcio Feltrin,SP,44;
8470,10/01/2011,14:00,XV,Masculino,Adulto,Lechuza,SP,99,X,15,Jaguars,SP,,Campeonato Paulista do Interior - Série A,Estádio Ferrúcio Feltrin,SP,114;
8472,10/01/2011,15:30,XV,Masculino,Adulto,Ilhabela,SP,18,X,17,Charrua,RS,,Campeonato Brasileiro - Série B,Ferreirão,SP,35;
8490,10/02/2011,16:15,XV,Masculino,Adulto,Alto Tietê,SP,8,X,44,União Rugby Alphaville,SP,,Campeonato Paulista do Interior - Série A,Estádio Ferrúcio Feltrin,SP,52;
8491,10/02/2011,18:00,XV,Masculino,Adulto,Mastodontes,SP,25,X,17,Jequitibá,SP,,Campeonato Paulista do Interior - Série A,Estádio Ferrúcio Feltrin,SP,42;
8492,10/02/2011,20:15,XV,Masculino,Adulto,Wallys,SP,25,X,17,Piratas,SP,,Campeonato Paulista do Interior - Série A,Estádio Ferrúcio Feltrin,SP,42;
8561,10/22/2011,14:00,XV,Masculino,Adulto,Ilhabela,SP,22,X,7,Goiânia,GO,,Campeonato Brasileiro - Série B,SPAC,SP,29;
8702,11/12/2011,19:30,XV,Masculino,Adulto,São José,SP,17,X,12,SPAC,SP,,Campeonato Brasileiro - Série A,Estádio Municipal Hermínio Esposito,SP,29;
8703,11/12/2011,21:00,XV,Masculino,Adulto,Bandeirantes,SP,20,X,13,Pasteur,SP,,Campeonato Brasileiro - Série A,Estádio Municipal Hermínio Esposito,SP,33;
8704,11/12/2011,15:00,XV,Masculino,Adulto,Desterro,SC,37,X,29,Curitiba,PR,,Campeonato Brasileiro - Série A,Campo das Dunas,SC,66;
8705,11/12/2011,11:00,XV,Masculino,Adulto,Rio Branco,SP,17,X,10,Farrapos,RS,,Campeonato Brasileiro - Série A,Sindicato dos Bares,SP,27;
8790,11/19/2011,21:00,XV,Masculino,Adulto,São José,SP,20,X,15,Bandeirantes,SP,,Campeonato Brasileiro - Série A,Estádio Municipal Hermínio Esposito,SP,35;
8791,11/19/2011,19:30,XV,Masculino,Adulto,SPAC,SP,27,X,10,Pasteur,SP,,Campeonato Brasileiro - Série A,Estádio Municipal Hermínio Esposito,SP,37;
8792,11/19/2011,17:00,XV,Masculino,Adulto,Desterro,SC,32,X,10,Rio Branco,SP,,Campeonato Brasileiro - Série A,Estádio Municipal Hermínio Esposito,SC,42;
8793,11/19/2011,,XV,Masculino,Adulto,Curitiba,PR,46,X,5,Farrapos,RS,,Campeonato Brasileiro - Série A,Paraná Esporte,PR,51;
9124,03/03/2012,15:00,XV,Masculino,Adulto,Rio Rugby,RJ,56,X,0,Friburgo,RJ,,Campeonato Fluminense - Série A,Prefeitura Universitária,RJ,56;
9147,03/04/2012,15:00,XV,Masculino,Adulto,Niterói,RJ,63,X,3,Campos,RJ,,Campeonato Fluminense - Série A,UFF Gragoatá,RJ,66;
9149,03/04/2012,15:00,XV,Masculino,Adulto,Itaguaí,RJ,3,X,28,Guanabara,RJ,,Campeonato Fluminense - Série A,Campo do IAC,RJ,31;
9155,03/10/2012,,XV,Masculino,Adulto,Curitiba,PR,44,X,7,Londrina,PR,,Campeonato Paranaense - Série A,Paraná Esporte,PR,51;
9161,03/10/2012,15:00,XV,Masculino,Adulto,Uberlândia,MG,0,X,79,BH Rugby,MG,,Campeonato Mineiro - Série A,Jardim das Palmeiras,MG,79;
9162,03/10/2012,13:30,XV,Masculino,Adulto,Inconfidência,MG,14,X,33,Campo Belo,MG,,Campeonato Mineiro - Série B,SEST/SENAT,MG,47;
9163,03/11/2012,,XV,Masculino,Adulto,Paulista,PE,8,X,0,Casa Amarela,PE,,Campeonato Pernambucano,,PE,8;
9167,03/11/2012,,XV,Masculino,Adulto,Bastardos,PE,0,X,0,Paulista,PE,,Campeonato Pernambucano,,PE,0;
9168,03/11/2012,,XV,Masculino,Adulto,Casa Amarela,PE,0,X,7,Bastardos,PE,,Campeonato Pernambucano,,PE,7;
9172,03/17/2012,,XV,Masculino,Adulto,Rio Rugby B,RJ,13,X,32,Cabo Frio,RJ,,Campeonato Fluminense - Série B,,RJ,45;
9176,03/17/2012,16:00,XV,Masculino,Adulto,Curitiba,PR,59,X,0,Lobo Bravo,PR,,Campeonato Paranaense - Série A,Paraná Esporte,PR,59;
9179,03/17/2012,16:30,XV,Masculino,Adulto,Palmas,TO,42,X,5,Mutuca,TO,,Campeonato Tocantinense,Palmas Futebol e Regatas,TO,47;
9181,03/17/2012,15:00,XV,Masculino,Adulto,Londrina,PR,103,X,0,Urutau,PR,,Campeonato Paranaense - Série A,UEL,PR,103;
9182,03/17/2012,15:00,XV,Masculino,Adulto,SPAC,SP,22,X,10,Rio Branco,SP,,Campeonato Paulista - Série A,SPAC,SP,32;
9184,03/17/2012,15:45,XV,Masculino,Adulto,Bandeirantes,SP,7,X,25,Pasteur,SP,,Campeonato Paulista - Série A,Arena Paulista,SP,32;
9185,03/17/2012,,XV,Masculino,Adulto,UFLA,MG,7,X,88,Varginha,MG,,Campeonato Mineiro - Série A,,MG,95;
9186,03/17/2012,,XV,Masculino,Adulto,UFSJ,MG,17,X,21,Inconfidentes,MG,,Campeonato Mineiro - Série A,,MG,38;
9190,03/17/2012,,XV,Masculino,Adulto,Lechuza,SP,0,X,28,Piratas,SP,,Campeonato Paulista do Interior - Série A,,SP,28;
9197,03/18/2012,,XV,Masculino,Adulto,Resende,RJ,23,X,10,Vila Real,RJ,,Campeonato Fluminense - Série B,,RJ,33;
9202,03/18/2012,,XV,Masculino,Adulto,Maxambomba,RJ,0,X,56,Volta Redonda,RJ,,Campeonato Fluminense - Série B,,RJ,56;
9204,03/24/2012,,XV,Masculino,Adulto,Poços de Caldas,MG,63,X,0,Inconfidência,MG,,Campeonato Mineiro - Série B,,MG,63;
